Date,Day,Meal_type,People_served,Rice_kg,Dal_kg,Roti_count,Number_of_veg,Main_veg_kg,Main_nonveg_kg,Meal_category,Total_Waste_kg,Special_event,Students_enrolled,Attendance_percent,Nonveg_items,Menu_count,Previous_day_leftover_kg
17-04-2025,Thursday,Dinner,458,52.73,57.46,1403,1,44.58,0,Veg,12.8564,No,500,91.6,0,1,2.797
18-04-2025,Friday,Lunch,462,57.59,52.47,1412,1,36.13,42.6,Mixed,35.4443,No,500,92.4,1,2,12.8564
18-04-2025,Friday,Dinner,541,61.75,56.08,1613,1,56.71,57.75,Mixed,42.0055,No,500,108.2,1,2,35.4443
19-04-2025,Saturday,Lunch,458,47.66,46.78,1467,1,68.41,0,Veg,0.9218,No,500,91.6,0,1,42.0055
19-04-2025,Saturday,Dinner,507,54.63,52.1,1372,1,38.46,39,Mixed,21.0058,No,500,101.4,1,2,0.9218
20-04-2025,Sunday,Lunch,544,51.07,52.83,1311,1,47.47,38.19,Mixed,15.7801,No,500,108.8,1,2,21.0058
20-04-2025,Sunday,Dinner,445,46.13,45.38,1489,1,47.4,0,Veg,0.7184,No,500,89,0,1,15.7801
21-04-2025,Monday,Lunch,449,47.89,50.99,1346,2,107.52,0,Veg,3.459,No,500,89.8,0,2,0.7184
21-04-2025,Monday,Dinner,514,53.12,57.47,1569,1,53.24,0,Veg,1.3553,No,500,102.8,0,1,3.459
22-04-2025,Tuesday,Lunch,525,50.75,52.33,1486,1,42.26,41.13,Mixed,19.5028,No,500,105,1,2,1.3553
22-04-2025,Tuesday,Dinner,422,27.02,41.47,1117,1,24.75,32.89,Mixed,15.5059,No,500,84.4,1,2,19.5028
23-04-2025,Wednesday,Lunch,555,53.1,51.9,1566,1,39.73,42.96,Mixed,20.097,No,500,111,1,2,15.5059
23-04-2025,Wednesday,Dinner,420,27.55,39.41,1023,1,27.33,28.15,Mixed,10.8482,No,500,84,1,2,20.097
24-04-2025,Thursday,Lunch,539,63.9,60.49,1527,2,161.47,0,Veg,9.8423,No,500,107.8,0,2,10.8482
24-04-2025,Thursday,Dinner,469,54.9,53.56,1287,1,52.46,0,Veg,8.7886,No,500,93.8,0,1,9.8423
25-04-2025,Friday,Lunch,420,28.08,36.79,1187,1,58.32,30,Mixed,12.6982,No,500,84,1,2,8.7886
25-04-2025,Friday,Dinner,431,45.89,46.83,1333,1,45.13,0,Veg,1.9071,No,500,86.2,0,1,12.6982
26-04-2025,Saturday,Lunch,438,31.61,39.23,993,1,62.24,32.39,Mixed,14.3467,No,500,87.6,1,2,1.9071
26-04-2025,Saturday,Dinner,485,46.97,59.24,1468,1,43.83,0,Veg,5.6618,No,500,97,0,1,14.3467
27-04-2025,Sunday,Lunch,414,27.73,42.05,1089,1,55.59,31.51,Mixed,14.4554,No,500,82.8,1,2,5.6618
27-04-2025,Sunday,Dinner,491,45.91,51.45,1446,1,44.34,0,Veg,0,No,500,98.2,0,1,14.4554
28-04-2025,Monday,Lunch,513,55.04,52.62,1411,1,40.83,49.17,Mixed,30.7263,No,500,102.6,1,2,0
28-04-2025,Monday,Dinner,529,56.12,59.39,1525,1,52.32,0,Veg,3.0875,No,500,105.8,0,1,30.7263
29-04-2025,Tuesday,Lunch,423,50.12,53.2,1426,1,41.75,33.83,Mixed,29.8292,No,500,84.6,1,2,3.0875
29-04-2025,Tuesday,Dinner,524,55.41,59.83,1415,1,60.99,57.59,Mixed,39.8841,No,500,104.8,1,2,29.8292
30-04-2025,Wednesday,Lunch,454,46.84,50.44,1237,1,76.53,0,Veg,0.7964,No,500,90.8,0,1,39.8841
30-04-2025,Wednesday,Dinner,429,49.93,53.43,1267,1,42.27,0,Veg,12.1894,No,500,85.8,0,1,0.7964
01-05-2025,Thursday,Lunch,418,48.74,53.41,1430,1,79.29,0,Veg,13.3171,No,500,83.6,0,1,12.1894
01-05-2025,Thursday,Dinner,485,51.1,58.93,1418,1,56.21,0,Veg,6.9583,No,500,97,0,1,13.3171
02-05-2025,Friday,Lunch,544,51.1,52.97,1556,1,46.06,38.73,Mixed,16.3201,No,500,108.8,1,2,6.9583
02-05-2025,Friday,Dinner,473,52.06,56.59,1397,1,44.07,0,Veg,8.1286,No,500,94.6,0,1,16.3201
03-05-2025,Saturday,Lunch,508,52.01,57,1371,1,42.68,47.8,Mixed,27.9235,No,500,101.6,1,2,8.1286
03-05-2025,Saturday,Dinner,581,62.88,57.84,1537,1,59.78,60.31,Mixed,39.9658,No,500,116.2,1,2,27.9235
04-05-2025,Sunday,Lunch,428,30.78,37.16,1040,1,57,30.82,Mixed,13.1887,No,500,85.6,1,2,39.9658
04-05-2025,Sunday,Dinner,449,49.44,59.47,1512,1,45.91,0,Veg,13.489,No,500,89.8,0,1,13.1887
05-05-2025,Monday,Lunch,448,54.53,59.46,1287,1,40.58,39.19,Mixed,39.5163,No,500,89.6,1,2,13.489
05-05-2025,Monday,Dinner,538,53.39,52.37,1544,1,56.2,0,Veg,0,No,500,107.6,0,1,39.5163
06-05-2025,Tuesday,Lunch,542,64.15,60.75,1659,3,180.63,0,Veg,9.7148,No,500,108.4,0,3,0
06-05-2025,Tuesday,Dinner,468,58.1,54.19,1532,1,50.01,0,Veg,12.8312,No,500,93.6,0,1,9.7148
07-05-2025,Wednesday,Lunch,501,50.9,57.72,1444,1,44.69,42.85,Mixed,24.5858,No,500,100.2,1,2,12.8312
07-05-2025,Wednesday,Dinner,496,49.01,51.05,1381,1,47.64,0,Veg,0,No,500,99.2,0,1,24.5858
08-05-2025,Thursday,Lunch,555,50.89,56.97,1472,1,42.75,46.67,Mixed,23.807,No,500,111,1,2,0
08-05-2025,Thursday,Dinner,475,47.49,51.61,1379,1,50.21,0,Veg,0,No,500,95,0,1,23.807
09-05-2025,Friday,Lunch,405,44.84,48.52,1362,1,70.3,0,Veg,7.2899,No,500,81,0,1,0
09-05-2025,Friday,Dinner,572,56.85,64.58,1390,1,61.79,64.15,Mixed,41.9776,No,500,114.4,1,2,7.2899
10-05-2025,Saturday,Lunch,472,55.07,52.7,1552,2,103.9,0,Veg,7.4611,No,500,94.4,0,2,41.9776
10-05-2025,Saturday,Dinner,549,55.21,65.18,1459,1,56.01,63.95,Mixed,45.8659,No,500,109.8,1,2,7.4611
11-05-2025,Sunday,Lunch,517,54.78,54.59,1484,1,49.43,41.1,Mixed,21.8233,No,500,103.4,1,2,45.8659
11-05-2025,Sunday,Dinner,558,60.23,58.59,1447,1,65.88,63.69,Mixed,43.9904,No,500,111.6,1,2,21.8233
12-05-2025,Monday,Lunch,461,52.67,59.29,1478,1,37.56,42.65,Mixed,37.6481,Yes,500,92.2,1,2,43.9904
12-05-2025,Monday,Dinner,466,48.95,54.09,1352,1,48.06,0,Veg,4.0062,Yes,500,93.2,0,1,37.6481
13-05-2025,Tuesday,Lunch,510,52.68,53.69,1346,1,42.72,42.88,Mixed,22.506,No,500,102,1,2,4.0062
13-05-2025,Tuesday,Dinner,422,31.47,42.5,1000,1,27.12,28.92,Mixed,11.5359,No,500,84.4,1,2,22.506
14-05-2025,Wednesday,Lunch,510,49.15,58.34,1568,1,47.99,36.82,Mixed,17.8108,No,500,102,1,2,11.5359
14-05-2025,Wednesday,Dinner,467,56.21,53.57,1316,1,49.4,0,Veg,10.5337,No,500,93.4,0,1,17.8108
15-05-2025,Thursday,Lunch,488,43.64,47.04,1493,1,80.98,0,Veg,0,No,500,97.6,0,1,10.5337
15-05-2025,Thursday,Dinner,493,44.49,45.44,1432,1,50.05,0,Veg,0,No,500,98.6,0,1,0
16-05-2025,Friday,Lunch,530,57.43,54.96,1490,3,163.77,0,Veg,3.3443,No,500,106,0,3,0
16-05-2025,Friday,Dinner,573,58.41,57.75,1487,1,65.36,57.5,Mixed,33.8955,No,500,114.6,1,2,3.3443
17-05-2025,Saturday,Lunch,461,48.01,54.32,1373,1,43.26,36.32,Mixed,21.6881,No,500,92.2,1,2,33.8955
17-05-2025,Saturday,Dinner,495,50.17,55.42,1318,1,38.78,36.67,Mixed,17.0158,No,500,99,1,2,21.6881
18-05-2025,Sunday,Lunch,474,47.41,58.91,1419,2,99.24,0,Veg,6.547,No,500,94.8,0,2,17.0158
18-05-2025,Sunday,Dinner,446,49.58,54.13,1470,1,49.51,0,Veg,8.9266,No,500,89.2,0,1,6.547
19-05-2025,Monday,Lunch,431,30.64,40.06,1089,1,62.4,30.51,Mixed,12.7551,No,500,86.2,1,2,8.9266
19-05-2025,Monday,Dinner,504,50.05,52.39,1453,1,49.59,0,Veg,0,No,500,100.8,0,1,12.7551
20-05-2025,Tuesday,Lunch,517,55.77,54.6,1520,1,48.66,40.72,Mixed,22.4333,No,500,103.4,1,2,0
20-05-2025,Tuesday,Dinner,485,49.1,58.74,1342,1,52.64,0,Veg,5.1618,No,500,97,0,1,22.4333
21-05-2025,Wednesday,Lunch,405,27.5,37.43,1063,1,62.53,32.92,Mixed,16.2362,No,500,81,1,2,5.1618
21-05-2025,Wednesday,Dinner,493,58.79,57.82,1379,1,54.93,0,Veg,11.8382,No,500,98.6,0,1,16.2362
22-05-2025,Thursday,Lunch,524,59.42,59.38,1549,1,36.46,41.98,Mixed,27.8341,No,500,104.8,1,2,11.8382
22-05-2025,Thursday,Dinner,562,56.06,57.88,1573,1,61.21,55.96,Mixed,32.8086,No,500,112.4,1,2,27.8341
23-05-2025,Friday,Lunch,489,45.75,51.24,1483,2,72.86,0,Veg,0,No,500,97.8,0,2,32.8086
23-05-2025,Friday,Dinner,362,31.89,42.79,1012,1,24.64,27.36,Mixed,15.2472,No,500,72.4,1,2,0
24-05-2025,Saturday,Lunch,390,30.75,38.83,1052,1,62.14,30.19,Mixed,14.1241,No,500,78,1,2,15.2472
24-05-2025,Saturday,Dinner,462,47.29,52.47,1350,1,54.98,0,Veg,1.5763,No,500,92.4,0,1,14.1241
25-05-2025,Sunday,Lunch,458,48.52,51.39,1312,1,95.7,0,Veg,2.5764,No,500,91.6,0,1,1.5763
25-05-2025,Sunday,Dinner,485,58.24,56.57,1499,1,58.54,63.96,Mixed,55.7189,No,500,97,1,2,2.5764
26-05-2025,Monday,Lunch,564,54.76,60.26,1506,3,171.32,0,Veg,0,No,500,112.8,0,3,55.7189
26-05-2025,Monday,Dinner,482,44.82,48.54,1244,1,45,0,Veg,0,No,500,96.4,0,1,0
27-05-2025,Tuesday,Lunch,483,48.51,58.32,1372,1,96.12,0,Veg,4.9628,No,500,96.6,0,1,0
27-05-2025,Tuesday,Dinner,461,53.35,50.14,1493,1,48.2,0,Veg,6.3057,No,500,92.2,0,1,4.9628
28-05-2025,Wednesday,Lunch,576,60.81,56.51,1576,3,175.24,0,Veg,2.0301,No,500,115.2,0,3,6.3057
28-05-2025,Wednesday,Dinner,461,52.71,57.12,1466,1,40.65,37.45,Mixed,30.3181,No,500,92.2,1,2,2.0301
29-05-2025,Thursday,Lunch,489,55.6,64.24,1580,3,163.18,0,Veg,15.9183,No,500,97.8,0,3,30.3181
29-05-2025,Thursday,Dinner,493,59.17,60.66,1521,1,59.76,63.8,Mixed,58.5492,No,500,98.6,1,2,15.9183
30-05-2025,Friday,Lunch,500,48.82,57.73,1417,1,49.44,37.79,Mixed,19.6874,No,500,100,1,2,58.5492
30-05-2025,Friday,Dinner,405,31.61,40.78,1209,1,27.2,32.34,Mixed,15.6562,No,500,81,1,2,19.6874
31-05-2025,Saturday,Lunch,418,47.72,53.76,1400,1,80.16,0,Veg,12.6471,No,500,83.6,0,1,15.6562
31-05-2025,Saturday,Dinner,453,52.3,49.87,1380,1,42.64,34.74,Mixed,22.1509,No,500,90.6,1,2,12.6471
01-06-2025,Sunday,Lunch,570,54.22,56.59,1572,2,170.76,0,Veg,0,No,500,114,0,2,22.1509
01-06-2025,Sunday,Dinner,509,56.88,64.28,1523,1,55.05,62.61,Mixed,54.6298,No,500,101.8,1,2,0
02-06-2025,Monday,Lunch,468,47.14,54.36,1506,1,41.55,38.19,Mixed,21.5707,No,500,93.6,1,2,54.6298
02-06-2025,Monday,Dinner,491,52.36,50.22,1373,1,45.17,0,Veg,2.2542,No,500,98.2,0,1,21.5707
03-06-2025,Tuesday,Lunch,523,52.12,56.92,1602,1,39.92,45.26,Mixed,23.7152,No,500,104.6,1,2,2.2542
03-06-2025,Tuesday,Dinner,409,27.67,42.72,1070,1,25.86,27.69,Mixed,10.8414,No,500,81.8,1,2,23.7152
04-06-2025,Wednesday,Lunch,520,61.83,59.8,1512,2,186.96,0,Veg,11.1202,No,500,104,0,2,10.8414
04-06-2025,Wednesday,Dinner,470,56.27,60.15,1377,1,60.27,0,Veg,16.5361,No,500,94,0,1,11.1202
05-06-2025,Thursday,Lunch,506,48.87,57.9,1572,1,106.89,0,Veg,2.002,No,500,101.2,0,1,16.5361
05-06-2025,Thursday,Dinner,471,52.44,51.45,1380,1,40.99,35.81,Mixed,20.7825,No,500,94.2,1,2,2.002
06-06-2025,Friday,Lunch,410,49.57,46.85,1386,1,80.03,0,Veg,9.2873,No,500,82,0,1,20.7825
06-06-2025,Friday,Dinner,471,47.92,49.97,1324,1,43.2,0,Veg,0,No,500,94.2,0,1,9.2873
07-06-2025,Saturday,Lunch,579,65.72,64.15,1485,2,153.91,0,Veg,6.8216,Yes,500,115.8,0,2,0
07-06-2025,Saturday,Dinner,492,50.55,52.35,1505,1,50.38,0,Veg,0.3422,Yes,500,98.4,0,1,6.8216
08-06-2025,Sunday,Lunch,484,52.78,59.85,1407,2,95.34,0,Veg,9.7709,No,500,96.8,0,2,0.3422
08-06-2025,Sunday,Dinner,389,32.79,39.93,1060,1,26.44,28.33,Mixed,12.3053,No,500,77.8,1,2,9.7709
09-06-2025,Monday,Lunch,402,31.91,37.68,1193,1,56.55,31.19,Mixed,14.6297,No,500,80.4,1,2,12.3053
09-06-2025,Monday,Dinner,562,58.73,56.87,1395,1,54.49,57.73,Mixed,35.9574,No,500,112.4,1,2,14.6297
10-06-2025,Tuesday,Lunch,439,53.59,56.16,1311,1,42.06,34.58,Mixed,32.9498,No,500,87.8,1,2,35.9574
10-06-2025,Tuesday,Dinner,544,50.92,54.1,1339,1,44.27,0,Veg,0,No,500,108.8,0,1,32.9498
11-06-2025,Wednesday,Lunch,497,57.55,60.35,1606,3,174.82,0,Veg,12.2781,No,500,99.4,0,3,0
11-06-2025,Wednesday,Dinner,431,42.06,53.78,1437,1,46.67,0,Veg,6.1672,No,500,86.2,0,1,12.2781
12-06-2025,Thursday,Lunch,478,64.7,56.74,1589,3,182.02,0,Veg,19.856,No,500,95.6,0,3,6.1672
12-06-2025,Thursday,Dinner,481,53.5,53.76,1393,1,54.09,0,Veg,5.0384,No,500,96.2,0,1,19.856
13-06-2025,Friday,Lunch,529,50.04,56.34,1297,1,112.47,0,Veg,0,No,500,105.8,0,1,5.0384
13-06-2025,Friday,Dinner,536,58.97,54.09,1450,1,50.33,0,Veg,4.272,No,500,107.2,0,1,0
14-06-2025,Saturday,Lunch,555,54.9,63.48,1487,2,176.56,0,Veg,2.1689,No,500,111,0,2,4.272
14-06-2025,Saturday,Dinner,492,46.64,54.67,1284,1,49.89,0,Veg,0.3185,No,500,98.4,0,1,2.1689
15-06-2025,Sunday,Lunch,518,50.68,49.55,1318,2,110.49,0,Veg,0,No,500,103.6,0,2,0.3185
15-06-2025,Sunday,Dinner,448,49.46,59.89,1289,1,49.9,0,Veg,14.1415,No,500,89.6,0,1,0
16-06-2025,Monday,Lunch,374,29.94,36.88,1005,1,60.37,30.49,Mixed,15.0832,No,500,74.8,1,2,14.1415
16-06-2025,Monday,Dinner,508,52.3,54.27,1349,1,54.66,0,Veg,0.4594,No,500,101.6,0,1,15.0832
17-06-2025,Tuesday,Lunch,540,49.89,51.38,1343,1,38.18,43.42,Mixed,21.1749,No,500,108,1,2,0.4594
17-06-2025,Tuesday,Dinner,445,43.83,45.06,1281,1,43.27,0,Veg,0,No,500,89,0,1,21.1749
18-06-2025,Wednesday,Lunch,529,50.47,51.97,1527,1,42.42,49.27,Mixed,27.478,No,500,105.8,1,2,0
18-06-2025,Wednesday,Dinner,466,44.26,52.55,1324,1,43.4,0,Veg,1.0708,No,500,93.2,0,1,27.478
19-06-2025,Thursday,Lunch,497,46.92,55.86,1374,1,42.76,40.04,Mixed,20.5224,No,500,99.4,1,2,1.0708
19-06-2025,Thursday,Dinner,427,49.73,54.28,1513,1,38.19,37.51,Mixed,33.1843,No,500,85.4,1,2,20.5224
20-06-2025,Friday,Lunch,464,47.58,54.75,1494,1,41.03,35.31,Mixed,19.9169,No,500,92.8,1,2,33.1843
20-06-2025,Friday,Dinner,567,54.19,55.53,1453,1,63.25,59.79,Mixed,36.4326,No,500,113.4,1,2,19.9169
21-06-2025,Saturday,Lunch,463,53.05,51.31,1446,1,39.85,36.56,Mixed,23.4506,No,500,92.6,1,2,36.4326
21-06-2025,Saturday,Dinner,413,30.53,36.16,1068,1,23.61,32.71,Mixed,15.6966,No,500,82.6,1,2,23.4506
22-06-2025,Sunday,Lunch,510,58.88,60.35,1603,1,38.53,41.79,Mixed,31.6261,No,500,102,1,2,15.6966
22-06-2025,Sunday,Dinner,455,50.35,54.02,1324,1,48.67,0,Veg,7.6739,No,500,91,0,1,31.6261
23-06-2025,Monday,Lunch,485,65.34,60.85,1657,2,170.78,0,Veg,23.1183,No,500,97,0,2,7.6739
23-06-2025,Monday,Dinner,413,27.87,36.82,1143,1,24.95,31.12,Mixed,14.1066,No,500,82.6,1,2,23.1183
24-06-2025,Tuesday,Lunch,541,56.27,57.3,1493,1,36.67,44.1,Mixed,22.8755,No,500,108.2,1,2,14.1066
24-06-2025,Tuesday,Dinner,454,51.99,53.5,1310,1,49.67,0,Veg,9.0064,No,500,90.8,0,1,22.8755
25-06-2025,Wednesday,Lunch,554,58.59,54.84,1434,1,43.32,46.54,Mixed,25.7733,No,500,110.8,1,2,9.0064
25-06-2025,Wednesday,Dinner,433,42.54,45,1445,1,49.72,0,Veg,0,No,500,86.6,0,1,25.7733
26-06-2025,Thursday,Lunch,523,57.03,61.17,1510,3,180.95,0,Veg,7.0526,No,500,104.6,0,3,0
26-06-2025,Thursday,Dinner,367,31.53,36.11,1177,1,25.96,28.2,Mixed,13.0816,No,500,73.4,1,2,7.0526
27-06-2025,Friday,Lunch,446,48.25,55.18,1494,1,47.57,36.47,Mixed,26.7438,No,500,89.2,1,2,13.0816
27-06-2025,Friday,Dinner,544,54.88,55.31,1540,1,45.46,0,Veg,0,No,500,108.8,0,1,26.7438
28-06-2025,Saturday,Lunch,488,59.64,53.83,1606,1,38.12,48.18,Mixed,37.9174,No,500,97.6,1,2,0
28-06-2025,Saturday,Dinner,455,46.68,50.12,1503,1,48.47,0,Veg,0.248,No,500,91,0,1,37.9174
29-06-2025,Sunday,Lunch,380,30.06,39.06,1050,1,60.49,35.74,Mixed,20.086,No,500,76,1,2,0.248
29-06-2025,Sunday,Dinner,431,28.65,41.46,1173,1,26.14,29.37,Mixed,11.6151,No,500,86.2,1,2,20.086
30-06-2025,Monday,Lunch,415,49.32,47.48,1404,1,80.86,0,Veg,8.6047,No,500,83,0,1,11.6151
30-06-2025,Monday,Dinner,516,52.6,57.07,1283,1,42.31,36.44,Mixed,15.2508,No,500,103.2,1,2,8.6047
01-07-2025,Tuesday,Lunch,560,55.65,53,1334,1,36.33,49.39,Mixed,26.321,No,500,112,1,2,15.2508
01-07-2025,Tuesday,Dinner,461,56.15,59.6,1451,1,51.51,0,Veg,17.7788,No,500,92.2,0,1,26.321
02-07-2025,Wednesday,Lunch,489,63.34,55.76,1579,3,154.43,0,Veg,15.1783,No,500,97.8,0,3,17.7788
02-07-2025,Wednesday,Dinner,470,53.37,57.62,1403,1,47.71,0,Veg,11.1061,No,500,94,0,1,15.1783
03-07-2025,Thursday,Lunch,480,46.37,54.88,1468,2,99.25,0,Veg,1.8542,No,500,96,0,2,11.1061
03-07-2025,Thursday,Dinner,487,47.02,54.25,1480,1,44.81,0,Veg,0.4509,No,500,97.4,0,1,1.8542
04-07-2025,Friday,Lunch,497,55.26,53.06,1403,1,44.73,40.36,Mixed,24.4282,No,500,99.4,1,2,0.4509
04-07-2025,Friday,Dinner,411,31.22,37.59,1042,1,26.51,28.19,Mixed,11.259,No,500,82.2,1,2,24.4282
05-07-2025,Saturday,Lunch,445,45.12,53.47,1342,1,43.92,39.37,Mixed,25.349,No,500,89,1,2,11.259
05-07-2025,Saturday,Dinner,438,49.69,57.17,1299,1,41.34,39.9,Mixed,35.6335,No,500,87.6,1,2,25.349
06-07-2025,Sunday,Lunch,383,30.7,42.11,1060,1,54.07,32.38,Mixed,16.6024,Yes,500,76.6,1,2,35.6335
06-07-2025,Sunday,Dinner,546,49.57,52.95,1514,1,54.77,0,Veg,0,Yes,500,109.2,0,1,16.6024
07-07-2025,Monday,Lunch,472,56.28,54.05,1488,1,42.99,37.44,Mixed,28.0172,No,500,94.4,1,2,0
07-07-2025,Monday,Dinner,395,27.87,38.65,1018,1,26.42,27.03,Mixed,10.7581,No,500,79,1,2,28.0172
08-07-2025,Tuesday,Lunch,490,50.36,53.62,1304,1,102.3,0,Veg,0.3563,No,500,98,0,1,10.7581
08-07-2025,Tuesday,Dinner,454,45.14,48.62,1448,1,38.14,34.02,Mixed,15.3176,No,500,90.8,1,2,0.3563
09-07-2025,Wednesday,Lunch,479,60.19,57.59,1400,1,37.27,41.7,Mixed,37.9512,No,500,95.8,1,2,15.3176
09-07-2025,Wednesday,Dinner,542,55.08,52.25,1537,1,48.99,0,Veg,0,No,500,108.4,0,1,37.9512
10-07-2025,Thursday,Lunch,544,60.09,59.12,1588,1,40.56,45.43,Mixed,27.5958,No,500,108.8,1,2,0
10-07-2025,Thursday,Dinner,506,51.62,50.03,1404,1,53.06,0,Veg,0,No,500,101.2,0,1,27.5958
11-07-2025,Friday,Lunch,376,30.4,37.12,1073,1,53.3,34.29,Mixed,18.8008,No,500,75.2,1,2,0
11-07-2025,Friday,Dinner,372,27.61,41.36,1033,1,25.03,31.14,Mixed,16.0806,No,500,74.4,1,2,18.8008
12-07-2025,Saturday,Lunch,475,48.77,56.79,1410,1,95.01,0,Veg,4.6135,No,500,95,0,1,16.0806
12-07-2025,Saturday,Dinner,423,31.69,38.36,1131,1,23.25,29.94,Mixed,12.5147,No,500,84.6,1,2,4.6135
13-07-2025,Sunday,Lunch,557,55.76,55.43,1591,1,43.72,45.93,Mixed,22.9846,No,500,111.4,1,2,12.5147
13-07-2025,Sunday,Dinner,381,30.38,37.02,1069,1,23.07,27.86,Mixed,12.1648,No,500,76.2,1,2,22.9846
14-07-2025,Monday,Lunch,547,65.25,61.86,1450,3,186.77,0,Veg,10.8622,No,500,109.4,0,3,12.1648
14-07-2025,Monday,Dinner,540,55.03,49.5,1375,1,50.95,0,Veg,0,No,500,108,0,1,10.8622
15-07-2025,Tuesday,Lunch,489,41.98,53.72,1464,2,68.2,0,Veg,0,No,500,97.8,0,2,0
15-07-2025,Tuesday,Dinner,558,54.37,58.11,1499,1,56.92,0,Veg,0,No,500,111.6,0,1,0
16-07-2025,Wednesday,Lunch,448,48.13,54.65,1293,1,104.94,0,Veg,7.5715,No,500,89.6,0,1,0
16-07-2025,Wednesday,Dinner,470,52.45,57.81,1385,1,38.47,39.92,Mixed,30.9346,No,500,94,1,2,7.5715
17-07-2025,Thursday,Lunch,565,62.15,56.76,1364,2,156.14,0,Veg,4.4926,No,500,113,0,2,30.9346
17-07-2025,Thursday,Dinner,526,49.33,50.52,1300,1,47.66,0,Veg,0,No,500,105.2,0,1,4.4926
18-07-2025,Friday,Lunch,433,46.42,50.1,1298,2,69.96,0,Veg,4.4993,No,500,86.6,0,2,0
18-07-2025,Friday,Dinner,468,54.48,54.05,1442,1,54.74,0,Veg,9.0712,No,500,93.6,0,1,4.4993
19-07-2025,Saturday,Lunch,538,54.28,58.93,1462,2,155.94,0,Veg,0,No,500,107.6,0,2,9.0712
19-07-2025,Saturday,Dinner,538,49.69,55.56,1328,1,44.63,0,Veg,0,No,500,107.6,0,1,0
20-07-2025,Sunday,Lunch,474,47.88,52.68,1322,1,43.86,40.22,Mixed,21.0107,No,500,94.8,1,2,0
20-07-2025,Sunday,Dinner,365,31.08,39.83,1025,1,27.07,29.73,Mixed,14.6939,No,500,73,1,2,21.0107
21-07-2025,Monday,Lunch,365,29.49,43.15,1116,1,61.42,33.69,Mixed,21.4822,No,500,73,1,2,14.6939
21-07-2025,Monday,Dinner,463,53.56,58.34,1341,1,51.76,0,Veg,13.5038,No,500,92.6,0,1,21.4822
22-07-2025,Tuesday,Lunch,569,63.88,64.87,1552,3,168.36,0,Veg,7.8268,No,500,113.8,0,3,13.5038
22-07-2025,Tuesday,Dinner,457,52.96,55.55,1505,1,52.16,0,Veg,11.3889,No,500,91.4,0,1,7.8268
23-07-2025,Wednesday,Lunch,471,50.12,54.42,1470,1,39.25,42.18,Mixed,27.2209,No,500,94.2,1,2,11.3889
23-07-2025,Wednesday,Dinner,540,58.56,58.31,1524,1,57.24,0,Veg,3.4538,No,500,108,0,1,27.2209
24-07-2025,Thursday,Lunch,479,48.43,51.54,1567,1,97.69,0,Veg,0,No,500,95.8,0,1,3.4538
24-07-2025,Thursday,Dinner,366,28.27,41.66,1069,1,25.01,27.57,Mixed,13.7206,No,500,73.2,1,2,0
25-07-2025,Friday,Lunch,441,47.69,47.77,1443,2,78.74,0,Veg,2.6866,No,500,88.2,0,2,13.7206
25-07-2025,Friday,Dinner,555,59.66,56.45,1618,1,49.53,0,Veg,3.0231,No,500,111,0,1,2.6866
26-07-2025,Saturday,Lunch,482,55.62,57,1658,2,158.43,0,Veg,10.1859,No,500,96.4,0,2,3.0231
26-07-2025,Saturday,Dinner,527,47.93,59.56,1336,1,43.57,0,Veg,1.3421,No,500,105.4,0,1,10.1859
27-07-2025,Sunday,Lunch,532,52.01,53.44,1387,2,105.66,0,Veg,0,No,500,106.4,0,2,1.3421
27-07-2025,Sunday,Dinner,493,42.48,51.47,1323,1,45.37,0,Veg,0,No,500,98.6,0,1,0
28-07-2025,Monday,Lunch,489,63.4,55.5,1423,2,156.06,0,Veg,14.9783,No,500,97.8,0,2,0
28-07-2025,Monday,Dinner,532,53.53,52.24,1304,1,53.76,0,Veg,0,No,500,106.4,0,1,14.9783
29-07-2025,Tuesday,Lunch,453,51.81,55.43,1464,2,100.82,0,Veg,10.969,No,500,90.6,0,2,0
29-07-2025,Tuesday,Dinner,463,50.97,59.22,1586,1,53.98,0,Veg,11.7938,No,500,92.6,0,1,10.969
30-07-2025,Wednesday,Lunch,524,56.24,50.17,1449,1,43.04,36.02,Mixed,17.2006,No,500,104.8,1,2,11.7938
30-07-2025,Wednesday,Dinner,412,46.28,52.55,1372,1,47.93,0,Veg,11.2722,No,500,82.4,0,1,17.2006
31-07-2025,Thursday,Lunch,396,29.91,38.2,1152,1,59.65,29.8,Mixed,13.4869,No,500,79.2,1,2,11.2722
31-07-2025,Thursday,Dinner,507,47.15,49.54,1290,1,54.49,0,Veg,0,No,500,101.4,0,1,13.4869
01-08-2025,Friday,Lunch,540,54.78,59.93,1530,2,185.89,0,Veg,0.276,No,500,108,0,2,0
01-08-2025,Friday,Dinner,482,60.48,59.18,1560,1,63.86,57.3,Mixed,54.6701,No,500,96.4,1,2,0.276
02-08-2025,Saturday,Lunch,463,45.53,50.55,1285,2,67.92,0,Veg,0,No,500,92.6,0,2,54.6701
02-08-2025,Saturday,Dinner,424,47.73,52.11,1400,1,42.6,0,Veg,9.732,No,500,84.8,0,1,0
03-08-2025,Sunday,Lunch,518,62.09,63.33,1609,3,185.64,0,Veg,15.3352,No,500,103.6,0,3,9.732
03-08-2025,Sunday,Dinner,481,53.84,52.31,1289,1,54.44,0,Veg,4.7547,No,500,96.2,0,1,15.3352
